   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   42   30   42  132  120   90   60   30   60   72
   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   72   42   30   11   30  120   90   60   30   11   30   60
   -1   -1   -1   -1   -1  115   85   72   60   72   85  115   -1   -1   -1   -1   -1   -1   -1  102   72   60   72  102   60   30   11   30   11   30  120   90   60   30   11   30
   -1   -1   -1   -1  132  102   72   42   30   42   72  102  132   -1   -1   -1   -1   -1  120   90   60   30   60   90   60   30    8   30   30   11   30   42   30   11   30   42
   -1   -1   -1   -1  120   90   60   30    8   30   60   90  120  157  145  132  120  132   90   60   30    8   30   60   60   30    8   30   42   30   11   30   11   30   42   -1
   -1   -1   -1   -1  120   90   60   30    8   30   60   90  127  127  115  102   90  102  115   60   30    8   30   60   72   42   30   42   72   42   30   11   30   42   72   -1
   -1   -1   -1   90   90   90   60   30    8   30   60   85   90   90   85   72   60   72   85   60   30    8   30   60   85   72   60   72   42   30   11   30   42   72   -1   -1
   -1   -1   60   60   60   60   60   30   11   30   42   60   60   60   60   42   30   42   72   60   30    8   30   60  115   85   72   42   30   11   30  132  102   72   60   72
   72   60   30   30   30   30   30   30   30    8   30   30   30   30   30   30   11   30   60   60   30    8   30   60   85   72   42   30   11   30  132  102   72   42   30   60
   60   30    8    8    8    8    8    8    8    8    8    8    8    8    8   11   30   42   72   60   30    8   30   60   72   42   30   11   30   42  145  132  102   30   11   30
   72   60   30   30   30   30   30   30   30   30   30   30   30   30   30   30   11   30   42   72   30    8   30   72   42   30   11   30   30   30   30   30   30    8   30   42
   -1   90   60   60   60   60   60   60   60   60   60   60   60   60   60   42   30   11   30   42   30    8   30   42   30   11    8    8    8    8    8    8    8    8   30   -1
   -1   -1   90   90   90   90   90   90   90   90   90   90   90  115   85   72   42   30   11   30   30    8   30   30   11   30   30   30   30   30   30   30   30    8   30   -1
   -1   -1   -1  120  120  120  145  115   85   72   60   60   60   60   60   60   72   42   30    8   11    8   30   11   30   42   60   60   60   60   60   60   30    8   30   -1
   -1   -1   -1   -1  150  127  132  102   72   42   30   30   30   30   30   30   30   30   30   30   30    8   11   30   42   72   85   90   90   90   90   60   30    8   30   -1
   -1   -1   -1   -1  145  115   85   90   60   30    8    8    8    8    8    8    8    8    8   11   30    8   30   42   72   85  115  127  120  120   90   60   30    8   30   -1
   -1   -1   -1   -1   -1  102   72   42   72   42   30   30   30   30   30   30   30   30   30   30    8    8   30   60   85  115  127  157  170  120   90   60   30    8   30   -1
   -1   -1   -1   -1  120   90   60   30   11   30   30   30   30   30   30   30   30   30   30   30   30    8   30   60   90  127  157  170  200  120   90   60   30    8   30   -1
   -1   -1   -1   -1   -1  120   90   60   30    8    8    8    8    8    8    8    8    8    8    8    8    8   30   60   90  120  170  200  162  132  102   72   42   30   42   -1
   -1   -1   -1   -1   -1  132  102   72   42   30   30   30   30   30   30   30   30   30   30   30   30    8   30   60   90  120   -1   -1   -1  145  115   85   72   60   -1   -1
   -1   -1   -1   -1   -1   -1  115   85   72   60   60   60   60   60   60   60   60   60   60   60   30    8   30   60   90   -1   -1   -1   -1   -1   -1   -1  102   -1   -1   -1
   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   60   30    8   30   60   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
