   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000
   9.00000   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00000   9.00000   4.00006   9.00000   9.00000   4.00012   4.00010   4.00008   4.00006   4.00006   9.00000
   9.00000   9.00002   9.00004   9.00004   9.00004   9.00004   9.00002   9.00002   9.00002   9.00002   9.00002   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00002   9.00000   9.00000   9.00000   9.00002   9.00002   9.00000   4.00008   9.00000   4.00004   9.00000   9.00000   9.00000   9.00000   9.00000   4.00004   9.00000
   9.00000   9.00002   9.00004   9.00006   9.00006   9.00004   9.00002   9.00000   9.00000   9.00000   9.00002   9.00004   9.00006   9.00006   9.00006   9.00006   9.00006   9.00006   9.00004   9.00002   9.00000   2.00024   9.00000   9.00002   9.00002   9.00000   4.00010   9.00000   9.00000   4.00002   9.00000   9.00000   9.00000   4.00002   9.00000   9.00000
   9.00000   9.00002   9.00004   9.00006   9.00006   9.00004   9.00002   9.00000   4.00008   9.00000   9.00002   9.00004   9.00006   9.00006   9.00006   9.00006   9.00006   9.00006   9.00004   9.00002   9.00000   2.00022   9.00000   9.00002   9.00002   9.00000   4.00012   9.00000   9.00000   9.00000   4.00000   9.00000   4.00000   9.00000   9.00000   9.00000
   9.00000   9.00002   9.00004   9.00006   9.00006   9.00004   9.00002   9.00000   4.00006   9.00000   9.00002   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00002   9.00000   2.00020   9.00000   9.00002   9.00002   9.00000   9.00000   9.00000   9.00002   9.00000   9.00000   3.00010   9.00000   9.00000   9.00002   9.00000
   9.00000   9.00002   9.00004   9.00004   9.00004   9.00004   9.00002   9.00000   4.00004   9.00000   9.00002   9.00002   9.00004   9.00004   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00000   2.00018   9.00000   9.00002   9.00002   9.00002   9.00002   9.00002   9.00000   9.00000   3.00008   9.00000   9.00000   9.00002   9.00002   9.00000
   9.00000   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00000   4.00002   9.00000   9.00000   9.00002   9.00002   9.00002   9.00002   9.00000   9.00000   9.00000   9.00002   9.00002   9.00000   2.00016   9.00000   9.00002   9.00004   9.00002   9.00002   9.00000   9.00000   3.00006   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000
   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   4.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   3.00004   9.00000   9.00002   9.00002   9.00000   2.00014   9.00000   9.00002   9.00002   9.00002   9.00000   9.00000   3.00004   9.00000   9.00000   4.00008   4.00006   4.00004   4.00004   9.00000
   9.00000   4.00014   4.00012   4.00010   4.00008   4.00006   4.00004   4.00002   4.00000   3.00014   3.00012   3.00010   3.00008   3.00006   3.00004   3.00002   9.00000   9.00000   9.00002   9.00002   9.00000   2.00012   9.00000   9.00002   9.00002   9.00000   9.00000   3.00002   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   4.00002   9.00000
