   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000
   9.00000   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00000
   9.00000   9.00002   9.00004   9.00004   9.00002   9.00002   9.00000   9.00000   9.00000   9.00002   9.00002   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00002   9.00000   9.00000   9.00000   9.00002   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00002   9.00000
   9.00000   9.00002   9.00004   9.00002   9.00002   9.00000   9.00000   3.00038   9.00000   9.00000   9.00002   9.00002   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00004   9.00002   9.00000   2.00022   9.00000   9.00002   9.00004   9.00006   9.00006   9.00004   9.00004   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00000
   9.00000   9.00002   9.00002   9.00002   9.00000   9.00000   3.00036   9.00000   3.00040   9.00000   9.00000   9.00002   9.00002   9.00002   9.00002   9.00002   9.00002   9.00004   9.00004   9.00002   9.00000   2.00020   9.00000   9.00002   9.00004   9.00006   9.00004   9.00004   9.00002   9.00002   9.00000   9.00000   9.00000   9.00002   9.00002   9.00000
   9.00000   9.00002   9.00002   9.00000   9.00000   3.00034   9.00000   9.00000   9.00000   3.00042   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00002   9.00004   9.00004   9.00002   9.00000   2.00018   9.00000   9.00002   9.00004   9.00004   9.00004   9.00002   9.00002   9.00000   9.00000   3.00010   9.00000   9.00002   9.00002   9.00000
   9.00000   9.00002   9.00000   9.00000   3.00032   9.00000   9.00000   9.00002   9.00000   9.00000   3.00044   3.00046   3.00048   3.00050   3.00052   9.00000   9.00002   9.00004   9.00004   9.00002   9.00000   2.00016   9.00000   9.00002   9.00004   9.00004   9.00002   9.00002   9.00000   9.00000   3.00008   9.00000   9.00000   9.00002   9.00002   9.00000
   9.00000   9.00000   9.00000   3.00030   9.00000   9.00000   9.00002   9.00002   9.00002   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00002   9.00002   9.00004   9.00002   9.00000   2.00014   9.00000   9.00002   9.00004   9.00002   9.00002   9.00000   9.00000   3.00006   9.00000   9.00000   9.00002   9.00002   9.00002   9.00000
   9.00000   9.00000   3.00028   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00000   9.00002   9.00002   9.00002   9.00000   2.00012   9.00000   9.00002   9.00002   9.00002   9.00000   9.00000   3.00004   9.00000   9.00000   9.00002   9.00002   9.00004   9.00002   9.00000
   9.00000   9.00000   3.00028   3.00026   3.00024   3.00022   3.00020   3.00018   3.00016   3.00014   3.00012   3.00010   3.00008   3.00006   3.00004   3.00002   9.00000   9.00000   9.00002   9.00002   9.00000   2.00010   9.00000   9.00002   9.00002   9.00000   9.00000   3.00002   9.00000   9.00000   9.00002   9.00002   9.00004   9.00004   9.00002   9.00000
