 315   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  45
 270   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  90  90
 270 270   0  90 135 180 135 180 225 180 225 270   0   0   0   0   0   0   0  90 135 180 225 270   0   0   0   0   0   0   0   0   0  90  90  90
 270 270 180 135 180 135 180 225 270 225 180 225 180 180 180 180 180 225  90  90  90 180 270 270 270   0  90 135 180 135 180 180 180 225  90  90
 270 270 135 180 135 180 225 270 315 270 225 180 180 180 180 180 225 270  90  90  90 180 270 270 270 180 135 180 135 180 135 180 225 270  90  90
 270 270 180 135 180 225 270 315   0 315 270 180 180 180 180 225 270 270  90  90  90 180 270 270 270 135 180 135 180 135 180 225 270 270  90  90
 270 180 135 180 225 270 315   0  45   0 315 270 270 270 270 270 270 270  90  90  90 180 270 270 270 180 135 180 135 180 225 270 315 270  90  90
 270 135 180 225 270 315 270 180  90  45   0   0   0   0   0 315 270 225 180  90  90 180 270 270 180 135 180 135 180 225 270 315 270 315  90  90
 270  90 135 180 180 180 180 180 180 180 180 180 180 180 180 180 225 180 225  90  90 180 270 270 135 180 135 180 225 270 315 270 315   0  90  90
 270  90  90  90  90  90  90  90  90  90  90  90  90  90  90 135 180 225 180  90  90 180 270 270 180 135 180 225 270 315 270 315 270  90  90  90
 270  45   0   0   0   0   0   0   0   0   0   0   0   0   0  90 135 180 225 180  90 180 270 180 135 180 225 270 315 270 315 270 315  90  90  90
 270   0   0   0   0   0   0   0   0   0   0   0   0   0   0  45  90 135 180 225  90 180 270 135 180 225 270 315 270 315 270 315   0  90  90  90
 270 270 270   0   0   0   0   0   0   0   0   0   0  90  45  90  45  90 135 180  90 180 270 180 225 270 315 270 315 270 180 180 180 180  90  90
 270 270 180 180 180 180 180 180 180 180 180 180 180 180 180 180  90  45  90 135 180 180 180 225 270 315 270 180 180 180 180 180 180 225  90  90
 270 270 135 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180  90 135 180 225 270 180 180 180 180 180 180 180 180 225 270  90  90
 270 270  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90 180 270 270 270 270 270 270 270 270 270 270 270 270  90  90
 270 270  45   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  90 180 270   0   0   0   0   0   0   0   0   0 315 270  90  90
 270 270   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  90 180 270   0   0   0   0   0   0   0   0   0   0 315  90  90
 270 270   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  90  90 180 270 270   0   0   0   0   0   0   0   0   0  90  90  90
 270 270 270 270   0   0   0   0   0   0   0   0   0   0   0   0   0  90  90  90  90 180 270 270 270 270   0   0   0   0   0   0  90  90  90  90
 270 270 270 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180  90  90  90 180 270 270 270 180 180 180 180 180 180 180 180 180  90  90
 270 270 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180  90  90 180 270 270 180 180 180 180 180 180 180 180 180 180 180  90
 225 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180  90 180 270 180 180 180 180 180 180 180 180 180 180 180 180 135
