    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1
    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1
    -1    -1    -1  1077  1047  1034  1047  1034  1047  1119  1131  1161    -1    -1    -1    -1    -1    -1    -1   567   537   525   537   567    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1
    -1    -1   992  1004   992  1004   992  1004  1034  1089  1161  1174  1281  1311  1341  1354  1366  1379   585   555   525   495   525   555   585    -1   674   644   632   644   632   619   632   644    -1    -1
    -1    -1   962   949   962   949   962   992  1047  1077  1131  1221  1251  1281  1311  1324  1336  1366   555   525   495   465   495   525   555   589   602   589   602   589   602   589   602   632    -1    -1
    -1    -1   907   919   907   919   949  1004  1077  1089  1119  1191  1221  1251  1281  1294  1324  1354   525   495   465   435   465   495   525   559   547   559   547   559   547   559   589   619    -1    -1
    -1   864   877   864   877   907   962  1034  1131  1119  1131  1161  1191  1221  1251  1281  1311  1341   495   465   435   405   435   465   495   504   517   504   517   504   517   547   602   632    -1    -1
    -1   834   822   834   864   919   949   690  1204  1174  1161  1191  1221  1251  1281  1294  1324   474   462   435   405   375   405   435   462   474   462   474   462   474   504   559   589   644    -1    -1
    -1   822   792   780   750   720   690   660   630   600   570   540   510   480   450   420   432   420   432   405   375   345   375   405   432   420   432   420   432   462   517   547   602   674    -1    -1
    -1   810   780   750   720   690   660   630   600   570   540   510   480   450   420   390   377   390   377   375   345   315   345   375   377   390   377   390   420   474   504   559   589    -1    -1    -1
    -1   822   810   780   750   720   690   660   630   600   570   540   510   480   450   377   347   335   347   335   315   285   315   335   347   335   347   377   432   462   517   547   602    -1    -1    -1
    -1   852   840   810   780   750   720   690   660   630   600   570   540   510   480   390   335   305   292   305   285   255   285   305   292   305   335   390   420   474   504   559   632    -1    -1    -1
    -1    -1    -1   840   810   780   750   720   690   660   630   600   570   462   432   377   347   292   262   250   255   225   255   250   262   292   347   377   432   462   495   525   537   550    -1    -1
    -1    -1   747   735   705   675   645   615   585   555   525   495   465   435   405   375   335   305   250   220   207   195   207   220   250   305   335   375   405   435   465   495   507   520    -1    -1
    -1    -1   717   705   675   645   615   585   555   525   495   465   435   405   375   345   315   285   255   207   177   165   177   207   255   285   315   345   375   405   435   465   477   507    -1    -1
    -1    -1   705   675   645   615   585   555   525   495   465   435   405   375   345   315   285   255   225   195   165   135   165   195   225   255   285   315   345   375   405   435   465   495    -1    -1
    -1    -1   717   705   675   645   615   585   555   525   495   465   435   405   375   345   315   285   255   225   135   105   135   225   255   285   315   345   375   405   435   465   477   507    -1    -1
    -1    -1   747   735   705   675   645   615   585   555   525   495   465   435   405   375   345   315   285   255   105    75   105   255   285   315   345   375   405   435   465   495   507   520    -1    -1
    -1    -1   777   765   735   705   675   645   615   585   555   525   495   465   435   405   375   345   315   105    75    45    75   105   315   345   375   405   435   465   495   525   537    -1    -1    -1
    -1    -1    -1    -1   765   735   705   675   645   615   585   555   525   495   465   435   405   135   105    75    45    15    45    75   105   135   405   435   465   495   525   555    -1    -1    -1    -1
    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1
    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1
    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1    -1
