   0   1   2   3   2   1   1   1   1   1   1   1   2   3   3   3   3   3   2   1   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   1   2   1   0   0   0   0   0   0   0   1   2   2   2   2   2   1   0   0   0   0   0   0   1   0  25   0   0   4   7  10  12   3   0
   1   0   0   1   0   0   1   0   0   0   1   0   0   1   1   1   1   1   0   0   1   0   1   0   0   1  20   0  28   0   0   0   0   0  19   0
   2   1   0   0   0   1   2   6   1   6   2   1   0   0   0   0   0   0   0   1   2  10   1   0   0   1  15   0   0  32   0   0   0  24   0   0
   3   2   1   0   0   1   2   3  24   3   2   1   0   0   0   0   0   0   0   1   2  16   1   0   0   1  11   0   0   0  36   0  28   0   1   0
   3   2   1   0   0   0   1   2  31   2   1   0   0   1   1   1   1   1   0   0   1  21   1   0   0   4   1   0   0   1   0  70   0   0   0   0
   2   1   0   0   1   0   0   1  36   1   0   1   0   0   4   2   2   2   1   0   1  26   1   0   1   0   0   0   1   0  75   0   1   0   0   1
   1   0   0   1   2   1   0   0  38   0   2   0   1   1   0   8   3   6   0   0   1  31   1   0   0   0   0   0   0  80   0   0   0   0   0   0
   0   0   1   2   3   2   1   0   0  43   0   1   2   2   1   0  22   1   0   0   1  36   1   0   0   0   2   0  85   0   0   4   7   9   3   0
   0   6  12  20  30  38  44  49  54 102 107 113 120 126 131 156   0   1   0   0   1  41   1   0   0   2   0  91   0   0   0   0   0   0  16   0
   0   1   2   3   4   3   2   2   2   2   2   2   2   1   1   0 164   0   0   0   0  44   0   0   1   0  97   0   0   0   0   0   0  19   0   0
   0   0   1   2   3   2   1   1   1   1   1   1   1   0   0   2   0 170   0   1   0  47   0   1   0 193  91  88  84  78  72  67  63  60   0   0
   1   0   0   1   2   1   0   0   0   0   0   0   0   0   1   0   1   0 177   0   0  49   0   0 203   0   1   2   3   3   2   1   0  38   0   0
   2   1   0   0   1   0   0   1   2   0   0   0   0   0   0   0   0   1   0 180 182  50   0 213   0   4   0   1   2   2   1   0   0  36   0   0
   3   2   1   0   0   0   0   1   2   7   1   1   1   1   1   1   0   0   0   0   0 235 224   0   6   0   3   0   1   1   0   0   1  33   0   0
   3   2   1   0   0   1   3   0   1   2  16  20  24  28  32  36  39  42  45  47   0 463   0   7   0   4   0   2   0   0   0   1   2  29   0   0
   4   3   2   1   0   0   1   6   0   1   0   0   0   0   0   0   0   0   0   0  49 516   1   0   5   0   2   0   1   0   1   2   3  24   0   0
   3   2   1   0   0   1   2   3  11   0   0   0   0   0   0   0   0   0   0   0   0 521   2   1   0   3   0   0   0   0   1   2   3  18   0   0
   3   2   1   0   0   0   1   2   3  26  30  34  38  42  46  50  54  58  62  65  66 593   3   2   1   0   1   0   0   1   2   3   9   1   0   0
   3   2   1   0   1   0   1   2   6   1   1   1   1   1   1   1   1   1   1   0   0 599   3   2   1   0   0   0   0   0   1   2   1   0   0   1
   2   1   0   0   2   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   1 605   2   1   0   0   1   1   1   0   0   0   0   0   1   2
   1   0   0   1   3   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1 610   1   0   0   1   2   2   2   1   1   1   0   0   0   0
   0   0   1   2   4   2   1   1   1   1   1   1   1   1   1   1   1   1   1   0   0 613   0   0   1   2   3   3   3   2   2   2   1   1   1   0
