   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 163 163 163 171 171 171 171 171 173 173
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 163 163 163 164 163 171 171 171 171 174 173 173
   0   0   0   0   0 111 111 111 111 111 111 111   0   0   0   0   0   0   0 131 131 131 131 131 163 163 164 162 164 163 171 171 171 172 174 173
   0   0   0   0 111 111 111 111 111 111 111 111 111   0   0   0   0   0 131 131 131 131 131 131 163 163 164 162 162 164 163 163 172 174 173 173
   0   0   0   0 111 111 111 111 114 111 111 111 111 121 121 121 121 121 131 131 131 134 131 131 161 161 164 161 162 162 164 152 174 173 173   0
   0   0   0   0 103 112 112 112 114 113 113 113 113 121 121 121 121 121 121 132 132 134 133 133 161 161 161 161 152 152 152 154 153 173 173   0
   0   0   0 103 103 103 112 112 114 113 113 113  93  93 121 121 121 121 121 132 132 134 133 133 161 161 161 152 152 152 154 153 153 153   0   0
   0   0 101 103 103 103 103 112 114 113 113  93  93  93  93 121 121 121 121 132 132 134 133 133 161 152 152 152 152 154 153 191 191 191 191 191
 101 101 101 103 103 103 103 103 103 114  93  93  93  93  93  82 124 121 121 132 132 134 133 133 152 152 152 152 154 153 191 191 191 191 191 191
 101 101 104 104 104 104 104 104 104  94  94  94  94  94  94  84  83  83  83 132 132 134 133 133 142 152 152 154 153 153 191 191 191 192 194 191
 101 101 101 102 102 102 102 102 102  92  92  92  92  92  92  82  84  83  83  83 132 134 133 142 142 142 154 153 182 182 182 182 182 194 193 191
   0 101 101 102 102 102 102 102 102  92  92  92  92  92  92  82  82  84  83  83 132 134 133 142 142 144 184 184 184 184 184 184 184 184 182   0
   0   0 101 102 102 102 102 102 102  92  92  92  92  82  82  82  82  82  84  83  83 134 133 142 144 143 183 183 183 183 183 183 183 204 202   0
   0   0   0 102 102 102  51  51  51  51  51  53  53  53  53  53  82  82  82  84  84 134 142 144 143 143 183 183 183 183 183 183 203 204 202   0
   0   0   0   0 102  31  51  51  51  51  51  53  53  53  53  53  53  53  53  53  72  74 144 143 143 143 143 183 183 183 183 203 203 204 202   0
   0   0   0   0  31  31  31  51  51  51  54  54  54  54  54  54  54  54  54  54  62  64  63 143 143 143 143 143 183 183 203 203 203 204 202   0
   0   0   0   0   0  31  31  31  51  51  51  52  52  52  52  52  52  52  52  52  54  44  43  43 143 143 143 143 143 203 203 203 203 204 202   0
   0   0   0   0  31  31  31  31  34  33  33  33  33  33  33  33  33  33  33  33  42  44  43  43  43 143 143 143 143 201 201 201 201 204 201   0
   0   0   0   0   0  32  32  32  32  34  34  34  34  34  34  34  34  34  34  34  34  24  23  23  23  23 143 143 201 201 201 201 201 201 201   0
   0   0   0   0   0  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  22  24  23  23  23  23   0   0   0 201 201 201 201 201   0   0
   0   0   0   0   0   0  32  32  32  32  32  32  32  32  32  32  32  32  32  22  22  24  23  23  23   0   0   0   0   0   0   0 201   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  22  22  24  23  23   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
